playerA_hand,playerA_ht,playerA_ioc,playerB_hand,playerB_ht,playerB_ioc,playerA_total_aces,playerA_total_df,playerB_total_aces,playerB_total_df,playerA_is_head,playerB_is_head,ranking_diff,age_diff
R,188,ESP,R,201,SUI,15,6,87,59,false,false,284,0
R,180,ESP,R,183,RUS,1,6,0,2,false,false,167,6
R,185,AUT,R,188,FRA,1,0,6,5,false,false,72,4
R,170,BEL,R,183,MAR,3,15,0,5,false,false,620,1
L,175,MAR,R,185,FRA,54,32,17,2,false,false,85,1
R,185,FRA,R,?,MAR,24,24,2,8,false,false,397,1
R,175,ESP,R,190,SUI,0,5,14,15,false,false,7,4
L,180,SWE,R,173,FRA,11,6,61,21,false,false,1,3
R,185,MAR,R,193,GER,29,20,2,8,false,false,82,1
R,193,MAR,R,180,ITA,37,12,29,18,false,false,94,1
L,180,ARG,R,185,FRA,16,6,4,4,false,false,207,2
R,175,FRA,R,180,BEL,42,12,5,1,false,false,195,1
R,188,ESP,R,188,ARG,19,6,25,24,false,false,251,1
R,180,ESP,R,185,AUT,4,7,1,1,false,false,151,1
L,175,MAR,R,170,BEL,61,32,3,17,false,false,59,5
R,185,FRA,R,175,ESP,25,24,2,7,false,false,68,8
L,180,SWE,R,185,MAR,15,9,38,27,false,false,31,7
L,180,ARG,R,193,MAR,20,7,42,14,false,false,33,7
R,175,FRA,R,188,ESP,43,12,21,6,false,false,297,8
R,180,ESP,L,175,MAR,5,8,63,35,false,false,17,3
R,185,FRA,L,180,SWE,25,25,17,11,false,false,7,2
R,175,FRA,L,180,ARG,45,12,20,8,false,false,20,0
R,180,ESP,R,185,FRA,7,13,25,33,false,false,6,2
R,180,ESP,R,175,FRA,7,14,45,13,false,false,16,2
R,180,USA,L,180,ARG,33,24,27,12,false,false,111,8
R,193,NED,R,173,ESP,81,57,32,19,false,false,30,0
R,183,ARG,R,180,ESP,74,46,4,5,false,false,6,4
R,178,AUS,L,183,NED,5,7,46,35,false,false,111,1
R,180,AUS,L,180,USA,65,40,45,47,false,false,19,8
R,190,CZE,R,178,AUT,47,26,12,8,false,false,38,3
R,185,NED,R,183,ITA,21,9,27,20,false,false,78,5
R,196,AUS,R,185,ISR,179,67,8,8,false,false,170,2
R,196,NED,R,178,FRA,120,25,48,26,false,false,15,1
R,185,FRA,R,185,USA,49,17,21,9,false,false,2,6
R,178,IND,R,?,SRB,9,9,9,5,false,false,64,5
L,180,SWE,R,188,ARG,24,15,29,29,false,false,36,9
R,193,SWE,R,173,ESP,20,10,7,15,false,false,39,1
L,175,MAR,R,185,ESP,67,38,23,16,false,false,70,4
R,180,ESP,R,173,ESP,8,17,0,7,false,false,4,4
R,198,USA,R,175,ZIM,120,32,55,20,false,false,62,1
R,185,USA,L,190,AUS,163,68,118,43,false,false,102,0
R,185,SWE,R,183,CAN,33,11,25,11,false,false,24,1
R,201,SUI,R,178,GBR,101,66,9,8,false,false,98,7
R,170,ZIM,R,190,USA,17,8,132,46,false,false,94,4
L,183,ARG,R,175,AUS,22,38,3,6,false,false,308,0
L,188,AUS,R,188,ITA,10,10,32,16,false,false,13,7
R,183,CZE,R,190,FRA,4,16,57,26,false,false,91,4
R,185,THA,R,188,SVK,37,29,38,41,false,false,84,5
R,185,GBR,L,188,FRA,129,75,82,36,false,false,18,1
R,180,GER,R,175,CRC,54,29,8,7,false,false,13,1
R,188,AUS,R,185,GER,15,0,4,5,false,false,99,6
R,175,FRA,R,173,JPN,47,15,0,6,false,false,122,5
R,180,AUS,R,193,CRO,14,10,31,13,false,false,61,3
R,188,USA,R,188,CZE,80,55,22,17,false,false,36,0
R,185,GER,R,185,USA,25,4,5,5,false,false,47,6
R,196,AUS,R,190,SWE,89,34,158,92,false,false,74,4
R,188,ESP,R,190,BRA,33,29,69,14,false,false,86,3
R,185,ROU,R,183,USA,43,19,23,18,false,false,74,0
R,180,AUS,R,178,USA,102,34,33,18,false,false,70,5
R,180,ESP,R,180,ARM,66,24,38,21,false,false,21,1
R,183,SWE,R,185,AUS,45,35,73,29,false,false,5,2
R,185,CZE,R,196,NED,42,23,49,11,false,false,39,0
L,180,ITA,R,178,CZE,50,22,16,13,false,false,36,11
R,188,SWE,R,173,PHI,75,34,22,18,false,false,86,0
L,193,CRO,R,188,FRA,126,53,135,70,false,false,55,2
L,183,ESP,R,183,SVK,14,13,150,76,false,false,17,9
R,185,RSA,R,183,SUI,85,29,15,13,false,false,25,4
R,180,SWE,R,190,SWE,118,45,16,3,false,false,79,4
L,190,FRA,R,175,ARG,14,4,7,10,false,false,202,2
R,185,MAR,R,190,SUI,47,33,24,20,false,false,72,1
R,193,GER,L,180,BRA,8,11,10,27,false,false,78,3
R,183,GER,R,185,ARG,114,63,3,9,false,false,70,0
R,188,ECU,R,193,UKR,90,42,47,5,false,false,25,2
R,173,FRA,R,185,NED,66,25,7,6,false,false,12,1
R,188,SVK,R,175,ESP,33,25,7,18,false,false,13,4
R,185,SUI,R,175,USA,74,29,67,27,false,false,24,9
R,183,ESP,L,178,AUS,33,40,9,7,false,false,160,6
R,180,ITA,R,175,ESP,45,24,16,20,false,false,37,6
R,193,MAR,R,193,GBR,56,18,10,4,false,false,228,7
R,188,GER,R,190,FRA,79,46,50,18,true,false,159,3
R,170,BEL,R,180,ESP,9,27,39,20,false,false,100,3
R,178,ZIM,R,175,CZE,9,7,4,13,false,false,60,7
R,185,FRA,R,178,ARG,25,2,58,32,false,false,21,4
R,196,BLR,R,180,USA,91,31,9,10,false,false,27,13
L,175,AUT,L,183,FRA,38,30,6,4,false,false,174,2
R,188,RSA,R,193,RUS,11,3,211,43,false,false,449,9
R,190,CZE,R,185,BUL,31,23,50,26,false,false,65,0
R,190,RUS,R,190,GER,108,91,54,13,false,false,83,1
R,180,USA,R,193,NED,41,25,84,63,false,false,46,6
R,183,ARG,R,178,AUS,85,53,11,14,false,false,171,7
R,180,AUS,R,190,CZE,72,45,57,29,false,false,9,1
R,196,AUS,R,185,NED,206,72,27,12,false,false,147,2
R,185,FRA,R,196,NED,61,19,134,31,false,false,24,5
L,180,SWE,R,178,IND,34,18,19,13,false,false,38,8
L,175,MAR,R,193,SWE,78,43,23,10,false,false,82,4
R,180,ESP,R,198,USA,17,24,140,39,false,false,46,7
R,185,USA,R,185,SWE,177,69,44,18,false,false,76,1
R,170,ZIM,R,201,SUI,26,10,121,76,false,false,106,3
L,183,ARG,L,188,AUS,39,52,11,16,false,false,78,10
R,183,CZE,R,185,THA,5,16,42,38,false,false,38,9
R,185,GBR,R,180,GER,134,76,55,30,false,false,47,2
R,175,FRA,R,188,AUS,63,15,23,10,false,false,212,4
R,188,USA,R,180,AUS,88,56,16,12,false,false,77,4
R,196,AUS,R,185,GER,99,39,39,15,false,false,35,6
R,185,ROU,R,188,ESP,60,22,35,34,false,false,4,1
R,180,AUS,R,180,ESP,107,35,67,29,false,false,13,7
R,183,SWE,R,185,CZE,48,38,57,25,false,false,77,6
R,188,SWE,L,180,ITA,80,39,54,24,false,false,71,11
L,183,ESP,L,193,CRO,18,13,136,60,false,false,31,3
R,185,RSA,R,180,SWE,106,37,129,52,false,false,11,4
R,185,MAR,L,190,FRA,53,36,20,10,false,false,228,7
R,183,GER,R,193,GER,125,72,11,17,false,false,102,3
R,173,FRA,R,188,ECU,71,26,101,48,false,false,47,1
R,185,SUI,R,188,SVK,83,33,39,31,false,false,42,7
R,183,ESP,R,180,ITA,40,53,62,36,false,false,49,8
R,193,MAR,R,188,GER,66,18,80,51,false,false,17,7
R,170,BEL,R,178,ZIM,11,31,20,14,false,false,62,6
R,196,BLR,R,185,FRA,101,36,50,6,false,false,31,4
L,175,AUT,R,188,RSA,45,34,16,15,false,false,429,5
R,190,RUS,R,190,CZE,111,93,34,30,true,false,42,3
R,180,USA,R,183,ARG,49,28,95,59,false,false,32,8
R,196,AUS,R,180,AUS,224,79,77,46,false,false,27,0
R,185,FRA,L,180,SWE,75,20,37,21,false,false,65,5
L,175,MAR,R,180,ESP,79,44,20,24,false,true,14,4
R,185,USA,R,170,ZIM,213,79,32,11,false,false,148,2
R,183,CZE,L,183,ARG,8,16,46,59,false,false,16,5
R,185,GBR,R,175,FRA,147,78,67,21,false,true,13,4
R,188,USA,R,196,AUS,97,64,106,43,false,false,24,2
R,180,AUS,R,185,ROU,112,37,71,27,false,false,78,7
R,188,SWE,R,183,SWE,85,44,51,44,false,false,65,4
R,185,RSA,L,183,ESP,121,42,19,16,false,false,14,3
R,183,GER,R,185,MAR,130,78,59,41,false,false,31,4
R,173,FRA,R,185,SUI,73,26,90,39,false,false,8,4
R,193,MAR,R,183,ESP,80,25,49,56,false,false,11,9
R,170,BEL,R,196,BLR,15,38,124,43,false,false,53,1
R,190,RUS,L,175,AUT,115,94,59,38,false,false,41,2
R,180,USA,R,196,AUS,57,32,249,85,false,false,18,6
L,175,MAR,R,185,FRA,85,47,86,25,false,false,7,3
R,185,USA,R,183,CZE,233,87,8,18,false,false,61,1
R,188,USA,R,185,GBR,100,79,157,88,false,false,43,2
R,188,SWE,R,180,AUS,101,44,118,41,false,false,6,5
R,183,GER,R,185,RSA,137,79,123,45,false,false,49,6
R,193,MAR,R,173,FRA,97,35,86,32,false,false,25,6
R,190,RUS,R,170,BEL,129,98,18,47,false,false,118,4
R,180,USA,L,175,MAR,63,33,94,50,false,true,40,3
R,185,USA,R,188,USA,248,88,112,83,false,false,53,1
R,188,SWE,R,183,GER,112,49,152,86,false,true,7,1
R,190,RUS,R,193,MAR,137,99,110,37,false,false,27,3
R,180,USA,R,185,USA,76,36,285,93,false,false,2,1
R,190,RUS,R,188,SWE,142,101,119,50,false,false,9,2
R,180,USA,R,190,RUS,85,41,156,110,false,false,1,4
R,190,BRA,R,185,ARG,78,15,6,6,false,false,125,2
R,190,ARG,R,175,ZIM,13,5,55,25,false,false,73,10
R,188,GER,R,175,CRC,38,19,9,11,false,false,32,2
R,185,BUL,R,185,FRA,56,36,25,40,false,false,52,7
L,175,AUT,R,188,ESP,63,47,38,38,false,false,47,3
R,196,AUS,R,185,BRA,114,48,28,27,false,true,20,7
R,180,MEX,R,180,ITA,1,4,65,41,false,false,142,5
R,175,ARG,L,183,ESP,10,12,20,19,false,false,23,10
L,180,ARG,R,180,ESP,29,15,24,29,false,false,83,1
R,188,ARG,R,185,FRA,29,31,58,10,false,false,28,1
R,185,ARG,R,183,CHI,3,9,62,35,false,false,25,2
L,180,BRA,R,188,ESP,15,35,26,12,false,false,348,1
L,183,ARG,R,173,ESP,47,69,34,31,false,false,29,1
R,180,USA,R,173,ESP,10,10,7,21,false,false,4,12
R,180,ARM,R,185,ESP,39,30,2,4,false,false,86,1
R,188,ECU,R,188,CZE,106,51,11,20,false,false,149,1
R,190,ARG,R,190,BRA,22,10,88,20,false,false,123,3
R,188,GER,R,185,BUL,40,20,67,42,false,false,4,6
L,175,AUT,R,196,AUS,69,57,122,57,false,false,32,6
R,175,ARG,R,180,MEX,17,20,6,8,false,false,178,1
L,180,ARG,R,188,ARG,30,17,36,35,false,false,61,6
R,185,ARG,L,180,BRA,10,13,18,44,false,false,45,6
L,183,ARG,R,180,USA,48,78,11,19,false,false,45,11
R,188,ECU,R,180,ARM,112,64,41,40,false,false,48,3
R,190,ARG,R,188,GER,24,16,42,23,false,false,26,2
L,175,AUT,R,175,ARG,76,62,19,22,false,false,27,2
L,180,ARG,R,185,ARG,34,19,16,17,false,false,54,1
L,183,ARG,R,188,ECU,54,85,113,73,false,false,37,1
R,190,ARG,L,175,AUT,28,17,80,67,false,true,91,3
L,180,ARG,L,183,ARG,34,19,55,89,false,false,82,3
R,190,ARG,L,180,ARG,40,19,37,20,false,false,1,1
R,185,FRA,R,193,RUS,96,30,223,47,true,false,35,4
L,175,AUT,R,190,FRA,83,69,51,21,false,false,72,2
R,183,ROU,R,180,SWE,47,32,138,53,false,false,37,1
R,188,FRA,R,175,AUT,137,72,4,3,false,false,403,8
R,183,CZE,R,190,SWE,9,19,160,96,false,false,64,4
L,188,FRA,L,180,ITA,85,40,58,24,false,false,8,8
R,173,FRA,R,190,USA,88,36,134,52,false,false,2,1
R,188,GER,R,180,ESP,85,52,68,34,false,false,19,4
R,185,GBR,R,201,SUI,160,91,124,85,false,false,24,3
R,178,FRA,L,183,ESP,50,26,25,19,false,false,11,4
R,180,ESP,R,175,FRA,25,31,69,23,true,false,15,1
L,193,GBR,R,190,RUS,120,60,167,116,false,true,37,1
R,196,NED,R,183,ESP,144,34,50,61,false,false,9,8
L,180,SWE,R,190,CZE,40,24,58,30,false,false,12,6
R,196,BLR,R,185,FRA,130,43,28,42,false,false,18,2
R,185,SUI,R,188,SWE,101,41,124,51,false,false,27,5
L,175,AUT,R,185,FRA,86,71,99,34,false,false,13,1
R,188,FRA,R,183,ROU,137,72,47,32,false,false,10,5
L,188,FRA,R,183,CZE,93,47,14,22,false,false,31,3
R,188,GER,R,173,FRA,89,55,91,39,false,false,2,0
R,185,GBR,R,178,FRA,163,95,50,28,true,false,25,1
R,180,ESP,L,193,GBR,27,32,127,66,false,false,2,4
R,196,NED,L,180,SWE,162,36,46,27,false,false,32,9
R,185,SUI,R,196,BLR,106,42,136,46,false,false,12,4
R,188,FRA,L,175,AUT,142,75,88,73,false,false,35,8
R,188,GER,L,188,FRA,96,59,98,52,false,false,11,5
R,185,GBR,R,180,ESP,166,100,29,39,true,false,32,3
R,185,SUI,R,196,NED,112,45,174,38,false,false,11,9
R,188,GER,R,188,FRA,104,63,149,83,false,false,13,9
R,185,GBR,R,185,SUI,173,105,118,47,false,false,21,7
R,185,GBR,R,188,GER,183,106,109,66,false,false,18,4
R,185,SWE,R,?,GER,10,21,9,13,false,false,299,11
L,183,NED,R,180,SWE,53,46,145,63,false,false,70,5
R,188,CZE,R,185,BUL,28,18,76,47,false,false,5,1
R,196,NED,R,185,NED,193,47,32,22,false,false,101,6
R,185,AUS,R,185,NED,84,28,2,5,false,false,324,3
R,193,NED,R,196,GER,88,71,7,9,false,false,290,6
R,188,GER,R,170,BEL,54,26,22,55,false,false,4,1
R,185,MAR,R,178,RUS,71,46,17,23,false,false,94,4
R,175,USA,R,185,THA,70,32,46,45,false,false,63,7
L,188,FRA,R,190,SUI,112,54,39,29,false,false,35,1
L,180,GER,R,190,FRA,0,3,63,35,false,false,324,6
R,183,ROU,R,190,NED,50,36,6,4,false,false,229,3
L,183,ESP,R,193,CRO,25,23,38,21,false,false,35,10
R,196,NED,R,180,ITA,63,11,78,49,false,false,36,5
R,183,RUS,L,190,CAN,9,4,26,20,false,false,4,10
R,185,FRA,R,185,NED,107,35,8,11,false,false,99,0
R,185,SWE,L,183,NED,14,29,57,54,false,false,48,3
R,188,CZE,R,196,NED,33,21,213,52,false,false,73,1
R,185,AUS,R,193,NED,89,28,92,80,false,false,25,4
R,185,MAR,R,188,GER,81,48,57,29,false,false,62,5
R,175,USA,L,188,FRA,78,35,117,62,false,false,44,2
L,180,GER,R,183,ROU,5,13,60,38,false,false,392,6
L,183,ESP,R,196,NED,27,24,67,14,false,false,87,9
R,185,FRA,R,183,RUS,108,40,11,9,false,false,140,7
R,188,CZE,R,185,SWE,37,27,17,32,false,false,21,6
R,185,AUS,R,185,MAR,93,30,84,54,false,false,3,0
R,175,USA,L,180,GER,78,36,14,19,false,false,400,4
R,185,FRA,L,183,ESP,111,47,27,26,false,false,26,7
R,185,AUS,R,188,CZE,97,32,38,29,false,false,71,0
R,185,FRA,R,175,USA,119,52,78,40,false,false,8,4
R,185,AUS,R,185,FRA,101,33,123,52,false,false,9,3
R,190,SWE,R,173,FRA,166,96,92,42,false,false,0,3
R,185,SUI,R,190,GER,124,50,57,18,false,false,0,6
R,190,USA,L,190,AUS,142,55,144,45,false,false,0,6
R,175,FRA,R,180,AUS,73,25,77,49,false,false,0,2
R,188,SWE,L,178,AUS,130,53,13,9,false,false,0,2
R,196,AUS,R,178,AUS,128,61,12,21,false,false,0,1
R,180,AUS,L,180,ITA,18,15,66,29,false,false,0,11
R,175,ESP,R,183,USA,16,22,23,19,false,false,0,4
R,180,AUS,L,188,AUS,118,45,13,18,false,false,0,16
R,?,SRB,L,180,FRA,13,6,13,11,false,false,0,7
L,183,GER,R,178,USA,12,6,35,24,false,false,0,1
R,185,AUS,R,183,SVK,77,30,154,81,false,false,0,8
R,185,FRA,R,183,AUS,127,54,9,13,false,false,0,3
R,183,CZE,R,193,CRO,15,23,40,22,false,false,0,9
R,173,MON,L,190,AUS,5,1,8,12,false,false,0,9
R,185,GBR,R,190,ESP,188,111,2,5,false,false,0,1
R,190,SWE,R,185,SUI,169,98,131,52,false,false,0,7
R,175,FRA,R,190,USA,85,29,150,59,false,false,0,1
R,188,SWE,R,196,AUS,133,59,139,63,false,false,0,6
R,175,ESP,R,180,AUS,17,26,20,20,false,false,0,2
R,180,AUS,R,?,SRB,120,45,14,11,false,false,0,3
R,185,AUS,L,183,GER,84,35,14,11,false,false,0,5
R,185,FRA,R,183,CZE,133,56,16,25,false,false,0,6
R,185,GBR,R,173,MON,193,116,6,5,false,false,0,5
R,190,SWE,R,175,FRA,174,101,93,31,false,false,0,4
R,188,SWE,R,175,ESP,135,64,19,30,false,false,0,2
R,180,AUS,R,185,AUS,121,45,92,39,false,false,0,11
R,185,FRA,R,185,GBR,135,57,195,122,false,false,0,2
R,190,SWE,R,188,SWE,182,106,142,67,false,false,0,2
R,180,AUS,R,185,FRA,125,46,145,61,false,false,0,5
R,180,AUS,R,190,SWE,132,50,190,107,true,false,0,7
R,180,USA,R,183,RSA,88,42,7,5,false,false,161,2
L,183,ESP,L,180,BRA,28,27,18,45,false,false,15,3
R,190,ESP,R,183,ARG,35,36,99,68,false,false,2,1
R,183,ESP,R,185,AUS,50,62,106,36,false,false,15,7
L,175,CHI,R,183,USA,56,40,24,22,false,false,22,1
R,175,ESP,R,175,FRA,20,34,93,33,false,false,40,0
R,188,USA,R,183,CZE,114,86,17,27,false,false,17,2
R,180,AUS,R,190,CZE,139,53,34,42,false,false,26,9
R,185,GBR,L,175,AUT,205,127,92,79,false,false,10,2
R,175,ZIM,R,185,MAR,55,27,88,58,false,false,38,4
R,185,RSA,R,193,NED,128,49,96,86,false,false,6,5
R,188,ECU,R,180,AUS,117,76,83,52,false,false,67,0
R,180,ESP,R,178,USA,41,20,36,25,false,false,67,1
R,183,ROU,R,190,ESP,61,40,17,9,false,false,56,0
R,180,ESP,R,185,USA,70,35,4,8,false,false,204,5
R,185,USA,L,193,GBR,295,97,132,69,false,false,15,2
L,183,ESP,R,180,USA,32,28,90,44,false,false,42,2
R,183,ESP,R,190,ESP,51,65,39,39,false,false,5,3
L,175,CHI,R,175,ESP,59,43,22,35,false,false,53,3
R,180,AUS,R,188,USA,142,55,118,97,false,false,16,8
R,185,GBR,R,175,ZIM,212,130,56,29,false,false,53,5
R,188,ECU,R,185,RSA,125,79,137,52,false,false,40,5
R,180,ESP,R,183,ROU,43,20,62,40,false,false,49,2
R,180,ESP,R,185,USA,70,35,295,97,false,false,30,3
R,183,ESP,L,183,ESP,55,69,34,28,false,false,13,11
R,180,AUS,L,175,CHI,148,58,62,47,false,false,11,5
R,185,GBR,R,188,ECU,218,130,126,83,false,false,3,2
R,180,ESP,R,180,ESP,43,21,78,39,false,false,16,1
R,180,AUS,R,183,ESP,151,61,56,71,false,false,12,1
R,185,GBR,R,180,ESP,222,132,45,21,false,false,5,1
R,180,AUS,R,185,GBR,152,66,232,134,false,false,7,6
R,193,RUS,R,180,GER,230,48,57,33,true,false,53,4
L,180,ITA,L,175,AUT,70,35,96,82,false,false,1,12
R,180,AUS,R,175,GER,92,52,1,1,false,false,164,3
R,180,BLR,R,180,ESP,34,23,32,44,false,false,18,1
R,185,GER,L,190,CAN,42,34,33,27,false,false,166,1
R,185,ISR,R,188,NOR,17,14,21,19,false,false,96,6
R,183,SWE,R,185,FIN,54,47,16,12,false,false,91,3
R,196,BLR,R,188,DEN,149,49,5,3,false,false,181,4
R,183,RUS,R,178,FRA,17,9,53,30,false,false,97,9
R,180,SWE,R,188,ESP,159,66,49,43,false,false,9,1
R,185,SWE,L,183,ESP,20,35,38,31,false,false,18,2
R,201,SUI,R,180,RUS,137,87,2,9,false,false,179,1
R,190,CZE,L,193,CRO,61,30,151,75,false,false,79,4
R,183,GER,R,188,CZE,2,5,38,29,false,false,189,4
R,175,ESP,R,188,SVK,26,39,47,39,false,false,76,4
R,190,RUS,L,188,RUS,173,118,5,7,false,false,216,5
R,193,RUS,L,180,ITA,244,50,72,38,true,false,45,15
R,180,BLR,R,180,AUS,46,32,110,59,false,false,10,2
R,185,GER,R,185,ISR,52,37,18,14,false,false,5,5
R,183,SWE,R,196,BLR,57,49,154,49,false,false,16,5
R,183,RUS,R,180,SWE,23,12,170,72,false,false,73,7
R,201,SUI,R,185,SWE,148,95,22,39,false,false,29,4
R,183,GER,R,190,CZE,7,7,65,33,false,false,211,1
R,190,RUS,R,175,ESP,176,119,27,45,false,false,80,4
R,193,RUS,R,180,BLR,244,50,46,32,false,false,60,2
R,185,GER,R,183,SWE,72,40,62,54,false,false,2,1
R,201,SUI,R,183,RUS,164,106,26,18,false,false,98,11
R,190,RUS,R,183,GER,184,122,8,11,false,false,249,2
R,185,GER,R,193,RUS,85,44,259,50,false,false,54,7
R,190,RUS,R,201,SUI,190,122,175,109,false,true,28,3
R,190,RUS,R,185,GER,195,129,91,49,false,false,49,1
L,180,ARG,R,185,ESP,38,20,27,23,false,false,92,1
R,193,CRO,R,190,CRO,49,25,4,4,false,false,269,2
R,188,ESP,R,185,CZE,27,14,59,32,false,false,98,7
R,188,CZE,U,?,GER,41,29,0,7,false,false,80,11
R,188,ESP,R,188,CZE,50,44,15,20,false,false,124,6
R,188,CZE,R,178,AUT,12,26,15,10,false,false,9,3
R,178,AUT,R,175,ESP,2,8,8,28,false,false,162,5
R,175,ESP,R,185,ARG,28,47,17,24,false,false,68,1
R,180,ITA,L,180,USA,7,0,47,53,false,false,216,3
R,178,ESP,R,178,CZE,10,3,16,14,false,false,110,0
R,175,CRC,R,188,ARG,10,12,37,37,false,false,6,3
R,190,ESP,R,?,CRO,40,40,0,7,false,false,367,2
R,173,ESP,R,175,CZE,42,33,6,16,false,false,57,3
R,183,ESP,R,180,ARM,4,3,44,43,false,false,22,5
R,173,ESP,R,180,ESP,2,3,4,6,false,false,31,2
L,175,CHI,R,188,SVK,66,47,51,46,false,false,114,1
L,180,ARG,R,193,CRO,38,22,61,29,false,false,58,0
R,188,CZE,R,188,ESP,49,36,28,15,false,false,101,2
R,188,CZE,R,188,ESP,14,31,55,51,false,false,36,1
R,175,ESP,R,178,AUT,28,47,2,11,false,false,245,3
R,178,ESP,R,180,ITA,13,6,11,1,false,false,13,4
R,190,ESP,R,175,CRC,42,43,10,14,false,false,32,2
R,183,ESP,R,173,ESP,5,3,43,34,false,false,23,1
L,175,CHI,R,173,ESP,68,51,2,5,false,false,105,3
L,180,ARG,R,188,CZE,42,24,54,38,false,false,59,6
R,188,CZE,R,175,ESP,18,34,29,49,false,false,12,4
R,190,ESP,R,178,ESP,50,47,16,11,false,false,209,1
L,175,CHI,R,183,ESP,74,56,5,6,false,false,81,2
L,180,ARG,R,188,CZE,45,25,23,40,false,false,64,4
L,175,CHI,R,190,ESP,75,58,51,48,false,false,31,1
L,175,CHI,L,180,ARG,88,65,50,28,false,false,2,3
R,188,USA,R,180,ESP,19,7,36,46,false,false,948,6
R,183,ROU,R,180,ARM,62,41,45,46,false,false,11,0
R,193,NED,R,178,AUT,97,88,15,12,false,false,35,2
R,196,BLR,R,185,SWE,160,53,50,25,false,false,10,6
R,183,ARG,R,201,SUI,49,22,183,116,false,false,78,6
R,185,SUI,R,196,USA,138,53,72,36,false,false,46,5
L,190,AUS,L,183,ESP,155,51,39,33,false,false,73,2
R,175,USA,R,175,CRC,80,42,13,17,false,false,36,3
R,196,AUS,L,180,USA,157,69,51,62,false,false,12,2
R,185,RSA,R,188,CZE,141,56,59,41,false,false,41,1
R,170,BEL,L,183,ARG,22,58,63,97,false,false,47,3
R,185,SUI,R,185,NED,5,15,10,13,false,false,43,3
R,190,CZE,R,175,ESP,66,36,30,52,true,false,22,3
L,180,ITA,R,183,SWE,74,40,67,55,false,false,17,7
L,193,CRO,R,185,GER,161,82,96,51,false,false,25,1
R,173,FRA,R,188,USA,95,48,124,103,false,false,14,5
R,183,CHI,R,185,FRA,63,36,29,46,false,false,45,1
R,190,USA,R,183,CZE,160,65,17,31,false,false,36,7
R,190,FRA,R,180,SWE,63,23,184,74,false,false,85,0
R,170,ZIM,R,173,ESP,34,15,0,15,false,false,87,0
R,175,ARG,R,188,ARG,21,25,38,40,false,false,14,7
R,188,USA,R,173,ESP,13,5,46,36,false,false,76,5
R,178,USA,R,188,NOR,37,27,21,21,false,false,16,4
R,185,ARG,R,193,CRO,21,29,71,32,false,false,4,1
R,185,USA,R,180,ARG,24,13,4,11,false,false,413,11
R,183,SUI,R,185,FIN,18,15,19,13,false,false,72,1
L,188,FRA,R,190,CZE,127,62,38,49,false,false,3,2
R,185,BEL,R,193,SWE,30,16,59,14,false,false,131,10
R,175,ZIM,R,180,GER,58,29,58,37,false,false,5,7
R,193,UKR,R,180,AUS,53,10,112,68,false,false,42,2
L,180,SWE,R,188,SVK,51,29,38,49,false,false,23,7
R,190,ESP,R,185,ESP,54,49,2,4,false,false,99,4
R,180,USA,R,188,USA,96,44,21,10,false,false,988,12
R,183,ROU,R,178,FRA,63,44,58,33,false,false,34,1
R,175,FRA,R,193,NED,94,33,98,94,false,false,29,2
R,185,AUS,R,196,BLR,107,36,164,57,false,false,42,5
R,185,GBR,R,183,ARG,235,139,56,23,false,false,114,2
R,183,ARG,R,185,SUI,102,69,143,56,false,false,28,4
R,185,FRA,L,190,AUS,148,62,163,59,false,false,83,6
L,175,CHI,R,175,USA,92,68,81,45,false,false,29,4
R,196,AUS,R,183,GER,164,70,153,88,false,false,59,7
R,185,RSA,L,175,MAR,147,57,95,51,false,true,13,2
R,183,SVK,R,170,BEL,163,82,22,63,false,false,65,1
R,185,SUI,R,180,ESP,12,21,47,23,false,false,123,4
R,190,CZE,R,180,ESP,73,36,84,39,false,false,30,1
L,180,ITA,L,175,AUT,80,44,100,82,true,false,60,11
L,193,CRO,R,183,USA,170,84,27,25,false,false,39,3
R,190,BRA,R,173,FRA,103,26,102,53,false,false,55,1
R,188,SWE,R,183,CHI,143,68,63,37,false,false,92,3
R,190,USA,R,185,MAR,170,66,92,63,false,false,57,4
R,196,AUS,R,190,FRA,267,91,69,27,false,false,116,1
R,188,FRA,R,170,ZIM,159,89,35,17,false,false,141,4
R,180,AUS,R,175,ARG,160,70,26,28,false,false,43,2
R,188,GER,R,188,USA,112,72,13,11,false,false,21,3
L,180,BRA,R,178,USA,21,48,41,28,false,false,50,5
R,190,RUS,R,185,ARG,196,130,32,33,false,false,67,4
R,190,SWE,R,185,USA,203,110,35,18,false,false,53,3
R,183,SUI,R,183,ESP,21,18,62,74,false,false,54,4
R,180,ESP,L,188,FRA,7,6,133,64,false,false,22,1
R,188,ECU,R,185,BEL,130,84,34,18,false,false,158,4
R,175,ZIM,R,193,MAR,60,31,115,39,false,false,37,2
L,193,GBR,R,193,UKR,138,75,57,15,false,false,17,1
L,180,SWE,R,193,RUS,52,30,270,52,false,false,28,1
R,185,USA,R,190,ESP,303,98,57,50,false,false,41,5
R,180,USA,R,183,ROU,99,44,65,46,false,false,66,3
R,185,AUS,R,175,FRA,109,40,97,33,false,false,4,6
R,185,GBR,R,183,ARG,240,143,104,75,false,false,15,3
L,175,CHI,R,185,FRA,97,70,152,70,false,false,20,1
R,185,RSA,R,196,AUS,152,58,165,70,false,false,19,1
R,183,SVK,R,185,SUI,174,84,17,24,false,false,114,2
